States,Plant_name,Owner_name,Coutry_name,LAT,LON,net_caol_generation,net_oil_generation,net_gas_generation,net_nuclear_generation,net_hydro_generation,new_biomass_generation,net_wind_generation,net_solar_generation,net_geothermal_generation,net_fossil_generation,net_unknownfuel_generation,net_nonrenewables_generation,net_renewables_generation,net_nonhydrorenewables_generations,net_combustion_generation,net_noncombusition_generation,coal_generation_percentage,oil_generation_percentage,gas_generation_percentage,nuclear_generation_percentage,hydro_generation_percentage,biomass_generation_percentage,wind_generation_percentage,solar_generation_percentage,geothermal_generation_percentage,fossile_generation_percentage,unknowfuel_genertion_percentage,nonrenewable_generation_percentage,renewable_generation_percentage,nonhydrorenewable_generation_percentage,combustion_generation_percentage,noncombustion_generation_percentage
CA,Chaffey College Rancho Cucamonga Campus,Southern California Edison Co,San Bernardino,34.148139,-117.570404,0,0,0,0,0,0,0,"6,893",0,0,0,0,"6,893","6,893",0,"6,893",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Chalk Cliff Limited,Pacific Gas & Electric Co,Kern,35.0968,-119.4299,0,0,"9,995",0,0,0,0,0,0,0,0,"9,995",0,0,"9,995",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Chalk Mountain Powerhouse,Pacific Gas & Electric Co,Shasta,40.988056,-121.768333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Cherry,Pacific Gas & Electric Co.,Kings,36.122457,-119.923211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Chestnut,Pacific Gas & Electric Co.,Kings,36.160164,-119.904936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Chevron - Lost Hills Hybrid,Pacific Gas & Electric Co.,Kern,35.62,-119.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Chicago Park,Pacific Gas & Electric Co,Nevada,39.177903,-120.890856,0,0,0,0,"148,125",0,0,0,0,0,0,0,"148,125",0,0,"148,125",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
CA,Childrens Hospital,San Diego Gas & Electric Co,San Diego,32.7992,-117.1517,0,12,"26,559",0,0,0,0,0,0,0,0,"26,571",0,0,"26,571",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Chili Bar,Pacific Gas & Electric Co,El Dorado,38.771764,-120.813239,0,0,0,0,"35,121",0,0,0,0,0,0,0,"35,121",0,0,"35,121",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
CA,Chowchilla II,Pacific Gas & Electric Co,Madera,37.1073,-120.2485,0,0,"12,526",0,0,0,0,0,0,0,0,"12,526",0,0,"12,526",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Chuckawalla Solar,Southern California Edison Co,Riverside,33.568333,-114.918056,0,0,0,0,0,0,0,"8,925",0,0,0,0,"8,925","8,925",0,"8,925",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Chuckawalla Valley State Prison,Southern California Edison Co,Riverside,33.565329,-114.903629,0,0,0,0,0,0,0,"1,807",0,0,0,0,"1,807","1,807",0,"1,807",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Chula Vista Energy Center,San Diego Gas & Electric Co,San Diego,32.591667,-117.058611,0,0,"3,885",0,0,0,0,0,0,0,0,"3,885",0,0,"3,885",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,CID Solar (CA),Pacific Gas & Electric Co.,Kings,36.140764,-119.566896,0,0,0,0,0,0,0,658,0,0,0,0,658,658,0,658,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,"CID Solar, LLC",Pacific Gas & Electric Co,Kings,36.138056,-119.564722,0,0,0,0,0,0,0,"46,843",0,0,0,0,"46,843","46,843",0,"46,843",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Citizen B,Southern California Edison Co,Fresno,36.723806,-120.432139,0,0,0,0,0,0,0,"11,238",0,0,0,0,"11,238","11,238",0,"11,238",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Citizens Imperial Solar,Imperial Irrigation District,Imperial,33.191661,-115.433783,0,0,0,0,0,0,0,"27,408",0,0,0,0,"27,408","27,408",0,"27,408",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,City of Hayward WWTP,Pacific Gas & Electric Co,Alameda,37.633526,-122.139717,0,0,256,0,0,"7,329",0,"2,296",0,0,0,256,"9,625","9,625","7,585","2,296",0.0%,0.0%,2.6%,0.0%,0.0%,74.2%,0.0%,23.2%,0.0%,0.0%,0.0%,2.6%,97.4%,97.4%,76.8%,23.2%
CA,City of Madera WWTP,Pacific Gas & Electric Co,Madera,36.9408,-120.1572,0,0,0,0,0,0,0,"1,056",0,0,0,0,"1,056","1,056",0,"1,056",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,City of Palo Alto,City of Palo Alto - (CA),Santa Clara,37.4383,-122.1094,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,City of Soledad Water Reclamation,Pacific Gas & Electric Co,Monterey,36.421111,-121.340278,0,0,0,0,0,0,"4,314",0,0,0,0,0,"4,314","4,314",0,"4,314",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,City of Tulare Water Facility,Southern California Edison Co,Tulare,36.185,-119.375,0,0,"16,904",0,0,0,0,150,0,0,0,"16,904",150,150,"16,904",150,0.0%,0.0%,99.1%,0.0%,0.0%,0.0%,0.0%,0.9%,0.0%,0.0%,0.0%,99.1%,0.9%,0.9%,99.1%,0.9%
CA,Civic Center,Los Angeles Department of Water & Power,Los Angeles,34.0564,-118.2436,0,0,"83,920",0,0,0,0,0,0,0,0,"83,920",0,0,"83,920",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Clear Lake Hydro Project,Pacific Gas & Electric Co,Lake,38.923556,-122.56668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Clearwater Power Plant,Southern California Edison Co,Riverside,33.8912,-117.6085,0,0,"8,253",0,0,0,0,0,0,0,0,"8,253",0,0,"8,253",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Cloverdale Solar Center,Pacific Gas & Electric Co,Sonoma,38.769581,-123.020724,0,0,0,0,0,0,0,"1,321",0,0,0,0,"1,321","1,321",0,"1,321",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Cloverdale Solar I,Pacific Gas & Electric Co,Sonoma,38.773056,-123.017778,0,0,0,0,0,0,0,"2,053",0,0,0,0,"2,053","2,053",0,"2,053",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Coachella,Imperial Irrigation District,Riverside,33.6758,-116.1714,0,32,"4,991",0,0,0,0,0,0,0,0,"5,023",0,0,"5,023",0,0.0%,0.6%,99.4%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Coal Canyon,Pacific Gas & Electric Co,Butte,39.605043,-121.600525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Coalinga 25D Cogen,Pacific Gas & Electric Co,Fresno,36.1556,-120.3972,0,0,"69,003",0,0,0,0,0,0,0,0,"69,003",0,0,"69,003",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Coalinga 6C Cogen,Pacific Gas & Electric Co,Fresno,36.2097,-120.3828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Coalinga Cogeneration Facility,Pacific Gas & Electric Co,Fresno,36.1807,-120.3885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Coalinga Cogeneration Facility,Pacific Gas & Electric Co,Fresno,36.170317,-120.364084,0,0,"49,604",0,0,0,0,0,0,0,0,"49,604",0,0,"49,604",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Coca Cola American Canyon,Pacific Gas & Electric Co,Napa,38.190705,-122.275067,0,0,397,0,0,0,0,0,0,0,0,397,0,0,397,0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Cold Canyon 1,Pacific Gas & Electric Co,San Luis Obispo,35.186667,-120.599444,0,0,0,0,0,"11,923",0,0,0,0,0,0,"11,923","11,923","11,923",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
CA,Coleman PH,Pacific Gas & Electric Co,Shasta,40.404645,-122.121904,0,0,0,0,"41,183",0,0,0,0,0,0,0,"41,183",0,0,"41,183",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
CA,Colgate,Pacific Gas & Electric Co,Yuba,39.330833,-121.191666,0,0,0,0,"1,638,632",0,0,0,0,0,0,0,"1,638,632",0,0,"1,638,632",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
CA,Colgreen North Shore Solar Farm,Imperial Irrigation District,Riverside,33.540124,-115.974771,0,0,0,0,0,0,0,"187,688",0,0,0,0,"187,688","187,688",0,"187,688",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Collierville Powerhouse,Pacific Gas & Electric Co,Calaveras,38.144636,-120.380497,0,0,0,0,"907,657",0,0,0,0,0,0,0,"907,657",0,0,"907,657",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
CA,Collins Pine Project,Pacific Gas & Electric Co,Plumas,40.303422,-121.244431,0,0,0,0,0,"12,735",0,0,0,0,0,0,"12,735","12,735","12,735",0,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,0.0%
CA,Colon PV,Los Angeles Department of Water & Power,Los Angeles,33.792694,-118.252407,0,0,0,0,0,0,0,"2,031",0,0,0,0,"2,031","2,031",0,"2,031",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,"Colton Solar One, LLC",City of Colton - (CA),San Bernardino,34.093333,-117.319444,0,0,0,0,0,0,0,"4,561",0,0,0,0,"4,561","4,561",0,"4,561",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,"Colton Solar Two, LLC",City of Colton - (CA),San Bernardino,34.042222,-117.361667,0,0,0,0,0,0,0,"1,903",0,0,0,0,"1,903","1,903",0,"1,903",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,"Columbia Solar Energy, LLC",Pacific Gas & Electric Co,Contra Costa,38.019671,-121.86506,0,0,0,0,0,0,0,"38,363",0,0,0,0,"38,363","38,363",0,"38,363",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Colusa Generating Station,Pacific Gas & Electric Co,Colusa,39.3661,-122.27,0,0,"3,028,361",0,0,0,0,0,0,0,0,"3,028,361",0,0,"3,028,361",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Combie South,Pacific Gas & Electric Co,Nevada,39.0096,-121.0591,0,0,0,0,"7,918",0,0,0,0,0,0,0,"7,918",0,0,"7,918",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
CA,Commerce Refuse To Energy,Southern California Edison Co,Los Angeles,33.9949,-118.1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Community Solar 1,Imperial Irrigation District,Imperial,32.982778,-115.481944,0,0,0,0,0,0,0,"13,877",0,0,0,0,"13,877","13,877",0,"13,877",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Con Dios Solar 11,Southern California Edison Co,San Bernardino,34.26,-116.335278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Con Dios Solar 3,Southern California Edison Co,San Bernardino,34.259722,-116.340278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Control Gorge,Los Angeles Department of Water & Power,Inyo,37.437921,-118.556988,0,0,0,0,"80,270",0,0,0,0,0,0,0,"80,270",0,0,"80,270",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
CA,Coolwater,Southern California Edison Co,San Bernardino,34.8606,-116.8539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Copco 1,PacifiCorp,Siskiyou,41.978914,-122.335317,0,0,0,0,"85,841",0,0,0,0,0,0,0,"85,841",0,0,"85,841",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
CA,Copco 2,PacifiCorp,Siskiyou,41.975716,-122.358127,0,0,0,0,"108,585",0,0,0,0,0,0,0,"108,585",0,0,"108,585",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
CA,Coram Energy LLC,Southern California Edison Co,Kern,35.075,-118.3417,0,0,0,0,0,0,"9,717",0,0,0,0,0,"9,717","9,717",0,"9,717",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Coram Energy LLC (ECT),San Diego Gas & Electric Co,Kern,35.0583,-118.3417,0,0,0,0,0,0,"25,544",0,0,0,0,0,"25,544","25,544",0,"25,544",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Coram Tehachapi,Southern California Edison Co,Kern,35.0663,-118.339444,0,0,0,0,0,0,"11,167",0,0,0,0,0,"11,167","11,167",0,"11,167",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Corcoran,Pacific Gas & Electric Co,Kings,36.102307,-119.566516,0,0,0,0,0,0,0,"1,919",0,0,0,0,"1,919","1,919",0,"1,919",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Corcoran Solar,Pacific Gas & Electric Co,Kings,36.138333,-119.573333,0,0,0,0,0,0,0,"44,698",0,0,0,0,"44,698","44,698",0,"44,698",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Corcoran Solar 2,Pacific Gas & Electric Co,Kings,36.141944,-119.581667,0,0,0,0,0,0,0,"48,951",0,0,0,0,"48,951","48,951",0,"48,951",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Corcoran Solar 3,Pacific Gas & Electric Co,Kings,36.15042,-119.58542,0,0,0,0,0,0,0,"49,755",0,0,0,0,"49,755","49,755",0,"49,755",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,"CoreSite Real Estate 1656 McCarthy, L.P.",Pacific Gas & Electric Co.,Santa Clara,37.405727,-121.916248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,"CoreSite Real Estate 2901 Coronado, L.P.",Pacific Gas & Electric Co.,Santa Clara,37.375089,-121.971728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,"CoreSite Real Estate 2972 Stender, L.P.",Pacific Gas & Electric Co.,Santa Clara,37.376248,-121.970706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,"CoreSite Real Estate 3032 Coronado, L.P.",Pacific Gas & Electric Co.,Santa Clara,37.376181,-121.973097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,CoreSite Real Estate 55 S. Market Street,Pacific Gas & Electric Co.,Santa Clara,37.334151,-121.891622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Corona,Southern California Edison Co,Riverside,33.85895,-117.6106,0,0,0,0,"3,623",0,0,0,0,0,0,0,"3,623",0,0,"3,623",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
CA,"Corona Energy Partners, Ltd",Southern California Edison Co,Riverside,33.8827,-117.5565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Coronal Lost Hills,Pacific Gas & Electric Co,Kern,35.726667,-119.905833,0,0,0,0,0,0,0,"50,686",0,0,0,0,"50,686","50,686",0,"50,686",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Coronus Adelanto West 1,Southern California Edison Co,San Bernardino,34.548056,-117.464444,0,0,0,0,0,0,0,"2,480",0,0,0,0,"2,480","2,480",0,"2,480",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Coronus Adelanto West 2,Southern California Edison Co,San Bernardino,34.548056,-117.464444,0,0,0,0,0,0,0,"2,950",0,0,0,0,"2,950","2,950",0,"2,950",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Coso Energy Developers,Southern California Edison Co,Inyo,36.0019,-117.7886,0,0,0,0,0,0,0,0,"279,041",0,0,0,"279,041","279,041",0,"279,041",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Coso Finance Partners,Southern California Edison Co,Inyo,36.0372,-117.7981,0,0,0,0,0,0,0,0,"488,619",0,0,0,"488,619","488,619",0,"488,619",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Coso Power Developers,Southern California Edison Co,Inyo,36.0192,-117.7917,0,0,0,0,0,0,0,0,"408,892",0,0,0,"408,892","408,892",0,"408,892",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Costco Lake Drive,Pacific Gas & Electric Co.,San Joaquin,37.72201,-121.53097,0,0,"17,862",0,0,0,0,0,0,0,0,"17,862",0,0,"17,862",0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%
CA,Cosumnes Power Plant,Sacramento Municipal Util Dist,Sacramento,38.338475,-121.123978,0,0,"2,716,720",0,0,"34,453",0,0,0,0,0,"2,716,720","34,453","34,453","2,751,173",0,0.0%,0.0%,98.7%,0.0%,0.0%,1.3%,0.0%,0.0%,0.0%,0.0%,0.0%,98.7%,1.3%,1.3%,100.0%,0.0%
CA,Cottonwood,Los Angeles Department of Water & Power,Inyo,36.443421,-118.04389,0,0,0,0,"1,028",0,0,0,0,0,0,0,"1,028",0,0,"1,028",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
CA,"Cottonwood Solar, LLC (City of Corcoran)",Pacific Gas & Electric Co,Kings,36.134444,-119.554444,0,0,0,0,0,0,0,"25,943",0,0,0,0,"25,943","25,943",0,"25,943",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,"Cottonwood Solar, LLC (Goose Lake)",Pacific Gas & Electric Co,Kern,35.593611,-119.58,0,0,0,0,0,0,0,"32,276",0,0,0,0,"32,276","32,276",0,"32,276",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,"Cottonwood Solar, LLC Cottonwood Carport",Pacific Gas & Electric Co,Marin,38.129759,-122.568158,0,0,0,0,0,0,0,"1,320",0,0,0,0,"1,320","1,320",0,"1,320",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,County of San Diego SBRC,San Diego Gas & Electric Co,San Diego,32.63266,-117.07775,0,0,0,0,0,0,0,"2,344",0,0,0,0,"2,344","2,344",0,"2,344",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Covanta Delano Energy,Southern California Edison Co,Kern,35.7144,-119.2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Covanta Mendota,Pacific Gas & Electric Co,Fresno,36.755896,-120.365422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Covanta Stanislaus Energy,Pacific Gas & Electric Co,Stanislaus,37.3853,-121.141,0,"1,684",0,0,0,"145,546",0,0,0,0,0,"1,684","145,546","145,546","147,230",0,0.0%,1.1%,0.0%,0.0%,0.0%,98.9%,0.0%,0.0%,0.0%,0.0%,0.0%,1.1%,98.9%,98.9%,100.0%,0.0%
CA,Cove Hydroelectric,Pacific Gas & Electric Co,Shasta,40.8713,-121.9487,0,0,0,0,"18,022",0,0,0,0,0,0,0,"18,022",0,0,"18,022",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
CA,Cow Creek,Pacific Gas & Electric Co,Shasta,40.570817,-122.02093,0,0,0,0,"4,479",0,0,0,0,0,0,0,"4,479",0,0,"4,479",0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%
CA,Coyote Creek,Southern California Edison Co,Orange,33.92493,-117.95517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA,Crafton Hills College Solar Farm,Southern California Edison Co,San Bernardino,34.043056,-117.098889,0,0,0,0,0,0,0,"1,514",0,0,0,0,"1,514","1,514",0,"1,514",0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,0.0%,100.0%
CA,Crazy Horse Solar Project,Pacific Gas & Electric Co,Monterey,36.803269,-121.618971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
